ID,Название трека,ID альбома,ID жанра,Длительность,Размер,Стоимость,исполнитель
1316,The Clairvoyant,104,1,262426,6302648,"118,00",Iron Maiden
1317,Heaven Can Wait,104,1,440555,10577743,"182,00",Iron Maiden
1318,Run To The Hills,104,1,235859,5665052,"189,00",Iron Maiden
1319,2 Minutes To Midnight,104,1,338233,8122030,"182,00",Iron Maiden
1320,Iron Maiden,104,1,494602,11874875,"81,00",Iron Maiden
1321,Hallowed Be Thy Name,104,1,447791,10751410,"75,00",Iron Maiden
1322,The Trooper,104,1,232672,5588560,"180,00",Iron Maiden
1323,Sanctuary,104,1,318511,7648679,"65,00",Iron Maiden
1324,Running Free,104,1,474017,11380851,"58,00",Iron Maiden
1325,Tailgunner,105,3,255582,4089856,"164,00",Iron Maiden
1326,Holy Smoke,105,3,229459,3672064,"56,00",Iron Maiden
1327,No Prayer For The Dying,105,3,263941,4225024,"159,00",Iron Maiden
1328,Public Enema Number One,105,3,254197,4071587,"136,00",Iron Maiden
1329,Fates Warning,105,3,250853,4018088,"154,00",Iron Maiden
1330,The Assassin,105,3,258768,4141056,"72,00",Iron Maiden
1331,Run Silent Run Deep,105,3,275408,4407296,"175,00",Iron Maiden
1332,Hooks In You,105,3,247510,3960832,"82,00",Iron Maiden
1333,Bring Your Daughter... ...To The Slaughter,105,3,284238,4548608,"59,00",Iron Maiden
1334,Mother Russia,105,3,332617,5322752,"179,00",Iron Maiden
1335,Where Eagles Dare,106,3,369554,5914624,"108,00",Iron Maiden
1336,Revelations,106,3,408607,6539264,"183,00",Iron Maiden
1337,Flight Of The Icarus,106,3,230269,3686400,"97,00",Iron Maiden
1338,Die With Your Boots On,106,3,325694,5212160,"198,00",Iron Maiden
1339,The Trooper,106,3,251454,4024320,"126,00",Iron Maiden
1340,Still Life,106,3,294347,4710400,"114,00",Iron Maiden
1341,Quest For Fire,106,3,221309,3543040,"94,00",Iron Maiden
1342,Sun And Steel,106,3,206367,3306324,"178,00",Iron Maiden
1343,To Tame A Land,106,3,445283,7129264,"141,00",Iron Maiden
1344,Aces High,107,3,269531,6472088,"91,00",Iron Maiden
1345,2 Minutes To Midnight,107,3,359810,8638809,"100,00",Iron Maiden
1346,Losfer Words,107,3,252891,6074756,"87,00",Iron Maiden
1347,Flash of The Blade,107,3,242729,5828861,"82,00",Iron Maiden
1348,Duelists,107,3,366471,8800686,"148,00",Iron Maiden
1349,Back in the Village,107,3,320548,7696518,"148,00",Iron Maiden
1350,Powerslave,107,3,407823,9791106,"74,00",Iron Maiden
1351,Rime of the Ancient Mariner,107,3,816509,19599577,"156,00",Iron Maiden
1352,Intro,108,3,115931,4638848,"98,00",Iron Maiden
1353,The Wicker Man,108,3,281782,11272320,"128,00",Iron Maiden
1354,Ghost Of The Navigator,108,3,408607,16345216,"130,00",Iron Maiden
1355,Brave New World,108,3,366785,14676148,"188,00",Iron Maiden
1356,Wrathchild,108,3,185808,7434368,"114,00",Iron Maiden
1357,2 Minutes To Midnight,108,3,386821,15474816,"123,00",Iron Maiden
1358,Blood Brothers,108,3,435513,17422464,"162,00",Iron Maiden
1359,Sign Of The Cross,108,3,649116,25966720,"59,00",Iron Maiden
1360,The Mercenary,108,3,282697,11309184,"173,00",Iron Maiden
1361,The Trooper,108,3,273528,10942592,"130,00",Iron Maiden
1362,Dream Of Mirrors,109,1,578324,23134336,"160,00",Iron Maiden
1363,The Clansman,109,1,559203,22370432,"163,00",Iron Maiden
1364,The Evil That Men Do,109,3,280737,11231360,"53,00",Iron Maiden
1365,Fear Of The Dark,109,1,460695,18430080,"69,00",Iron Maiden
1366,Iron Maiden,109,1,351869,14076032,"68,00",Iron Maiden
1367,The Number Of The Beast,109,1,300434,12022107,"171,00",Iron Maiden
1368,Hallowed Be Thy Name,109,1,443977,17760384,"142,00",Iron Maiden
1369,Sanctuary,109,1,317335,12695680,"182,00",Iron Maiden
1370,Run To The Hills,109,1,292179,11688064,"154,00",Iron Maiden
1371,Moonchild,110,3,340767,8179151,"119,00",Iron Maiden
1372,Infinite Dreams,110,3,369005,8858669,"198,00",Iron Maiden
1373,Can I Play With Madness,110,3,211043,5067867,"58,00",Iron Maiden
1374,The Evil That Men Do,110,3,273998,6578930,"200,00",Iron Maiden
1375,Seventh Son of a Seventh Son,110,3,593580,14249000,"160,00",Iron Maiden
1376,The Prophecy,110,3,305475,7334450,"143,00",Iron Maiden
1377,The Clairvoyant,110,3,267023,6411510,"152,00",Iron Maiden
1378,Only the Good Die Young,110,3,280894,6744431,"64,00",Iron Maiden
1379,Caught Somewhere in Time,111,3,445779,10701149,"154,00",Iron Maiden
1380,Wasted Years,111,3,307565,7384358,"179,00",Iron Maiden
1381,Sea of Madness,111,3,341995,8210695,"129,00",Iron Maiden
1382,Heaven Can Wait,111,3,441417,10596431,"90,00",Iron Maiden
1383,Stranger in a Strange Land,111,3,344502,8270899,"97,00",Iron Maiden
1384,Alexander the Great,111,3,515631,12377742,"138,00",Iron Maiden
1385,De Ja Vu,111,3,296176,7113035,"124,00",Iron Maiden
1386,The Loneliness of the Long Dis,111,3,391314,9393598,"52,00",Iron Maiden
1387,22 Acacia Avenue,112,3,395572,5542516,"62,00",Iron Maiden
1388,Children of the Damned,112,3,274364,3845631,"111,00",Iron Maiden
1389,Gangland,112,3,228440,3202866,"186,00",Iron Maiden
1390,Hallowed Be Thy Name,112,3,428669,6006107,"96,00",Iron Maiden
1391,Invaders,112,3,203180,2849181,"72,00",Iron Maiden
1392,Run to the Hills,112,3,228884,3209124,"81,00",Iron Maiden
1393,The Number Of The Beast,112,1,293407,11737216,"138,00",Iron Maiden
1394,The Prisoner,112,3,361299,5062906,"153,00",Iron Maiden
1395,Sign Of The Cross,113,1,678008,27121792,"138,00",Iron Maiden
1396,Lord Of The Flies,113,1,303699,12148864,"73,00",Iron Maiden
1397,Man On The Edge,113,1,253413,10137728,"78,00",Iron Maiden
1398,Fortunes Of War,113,1,443977,17760384,"100,00",Iron Maiden
1399,Look For The Truth,113,1,310230,12411008,"167,00",Iron Maiden
1400,The Aftermath,113,1,380786,15233152,"89,00",Iron Maiden
1401,Judgement Of Heaven,113,1,312476,12501120,"136,00",Iron Maiden
1402,Blood On The World's Hands,113,1,357799,14313600,"197,00",Iron Maiden
1403,The Edge Of Darkness,113,1,399333,15974528,"171,00",Iron Maiden
1404,2 A.M.,113,1,337658,13511087,"187,00",Iron Maiden
1405,The Unbeliever,113,1,490422,19617920,"150,00",Iron Maiden
1406,Futureal,114,1,175777,7032960,"88,00",Iron Maiden
1407,The Angel And The Gambler,114,1,592744,23711872,"108,00",Iron Maiden
1408,Lightning Strikes Twice,114,1,290377,11616384,"103,00",Iron Maiden
1409,The Clansman,114,1,539689,21592327,"124,00",Iron Maiden
1410,When Two Worlds Collide,114,1,377312,15093888,"148,00",Iron Maiden
1411,The Educated Fool,114,1,404767,16191616,"86,00",Iron Maiden
1412,Don't Look To The Eyes Of A Stranger,114,1,483657,19347584,"119,00",Iron Maiden
1413,Como Estais Amigos,114,1,330292,13213824,"163,00",Iron Maiden
1414,Please Please Please,115,14,165067,5394585,"75,00",James Brown
1415,Think,115,14,166739,5513208,"155,00",James Brown
1416,Night Train,115,14,212401,7027377,"55,00",James Brown
1417,Out Of Sight,115,14,143725,4711323,"54,00",James Brown
1418,Papa's Got A Brand New Bag Pt.1,115,14,127399,4174420,"66,00",James Brown
1419,I Got You (I Feel Good),115,14,167392,5468472,"171,00",James Brown
1420,It's A Man's Man's Man's World,115,14,168228,5541611,"131,00",James Brown
1421,Cold Sweat,115,14,172408,5643213,"185,00",James Brown
1422,"Say It Loud, I'm Black And I'm Proud Pt.1",115,14,167392,5478117,"132,00",James Brown
1423,Get Up (I Feel Like Being A) Sex Machine,115,14,316551,10498031,"197,00",James Brown
1424,Hey America,115,14,218226,7187857,"88,00",James Brown
1425,Make It Funky Pt.1,115,14,196231,6507782,"173,00",James Brown
1426,I'm A Greedy Man Pt.1,115,14,217730,7251211,"93,00",James Brown
1427,Get On The Good Foot,115,14,215902,7182736,"73,00",James Brown
1428,Get Up Offa That Thing,115,14,250723,8355989,"147,00",James Brown
1429,It's Too Funky In Here,115,14,239072,7973979,"171,00",James Brown
1430,Living In America,115,14,282880,9432346,"135,00",James Brown
1431,I'm Real,115,14,334236,11183457,"103,00",James Brown
1432,Hot Pants Pt.1,115,14,188212,6295110,"124,00",James Brown
1433,Soul Power (Live),115,14,260728,8593206,"129,00",James Brown
1434,When You Gonna Learn (Digeridoo),116,1,230635,7655482,"82,00",Jamiroquai
1435,Too Young To Die,116,1,365818,12391660,"92,00",Jamiroquai
1436,Hooked Up,116,1,275879,9301687,"173,00",Jamiroquai
1437,"If I Like It, I Do It",116,1,293093,9848207,"55,00",Jamiroquai
1438,Music Of The Wind,116,1,383033,12870239,"168,00",Jamiroquai
1439,Emergency On Planet Earth,116,1,245263,8117218,"153,00",Jamiroquai
1440,"Whatever It Is, I Just Can't Stop",116,1,247222,8249453,"198,00",Jamiroquai
1441,Blow Your Mind,116,1,512339,17089176,"179,00",Jamiroquai
1442,Revolution 1993,116,1,616829,20816872,"128,00",Jamiroquai
1443,Didgin' Out,116,1,157100,5263555,"127,00",Jamiroquai
1444,Canned Heat,117,14,331964,11042037,"68,00",Jamiroquai
1445,Planet Home,117,14,284447,9566237,"116,00",Jamiroquai
1446,Black Capricorn Day,117,14,341629,11477231,"167,00",Jamiroquai
1447,Soul Education,117,14,255477,8575435,"86,00",Jamiroquai
1448,Failling,117,14,225227,7503999,"176,00",Jamiroquai
1449,Destitute Illusions,117,14,340218,11452651,"59,00",Jamiroquai
1450,Supersonic,117,14,315872,10699265,"149,00",Jamiroquai
1451,Butterfly,117,14,268852,8947356,"193,00",Jamiroquai
1452,Were Do We Go From Here,117,14,313626,10504158,"127,00",Jamiroquai
1453,King For A Day,117,14,221544,7335693,"67,00",Jamiroquai
1454,Deeper Underground,117,14,281808,9351277,"151,00",Jamiroquai
1455,Just Another Story,118,15,529684,17582818,"73,00",Jamiroquai
1456,Stillness In Time,118,15,257097,8644290,"99,00",Jamiroquai
1457,Half The Man,118,15,289854,9577679,"135,00",Jamiroquai
1458,Light Years,118,15,354560,11796244,"110,00",Jamiroquai
1459,Manifest Destiny,118,15,382197,12676962,"176,00",Jamiroquai
1460,The Kids,118,15,309995,10334529,"106,00",Jamiroquai
1461,Mr. Moon,118,15,329534,11043559,"147,00",Jamiroquai
1462,Scam,118,15,422321,14019705,"83,00",Jamiroquai
1463,Journey To Arnhemland,118,15,322455,10843832,"61,00",Jamiroquai
1464,Morning Glory,118,15,384130,12777210,"118,00",Jamiroquai
1465,Space Cowboy,118,15,385697,12906520,"98,00",Jamiroquai
1466,Last Chance,119,4,112352,3683130,"139,00",JET
1467,Are You Gonna Be My Girl,119,4,213890,6992324,"110,00",JET
1468,Rollover D.J.,119,4,196702,6406517,"166,00",JET
1469,Look What You've Done,119,4,230974,7517083,"114,00",JET
1470,Get What You Need,119,4,247719,8043765,"135,00",JET
1471,Move On,119,4,260623,8519353,"153,00",JET
1472,Radio Song,119,4,272117,8871509,"196,00",JET
1473,Get Me Outta Here,119,4,176274,5729098,"84,00",JET
1474,Cold Hard Bitch,119,4,243278,7929610,"99,00",JET
1475,Come Around Again,119,4,270497,8872405,"127,00",JET
1476,Take It Or Leave It,119,4,142889,4643370,"116,00",JET
1477,Lazy Gun,119,4,282174,9186285,"136,00",JET
1478,Timothy,119,4,270341,8856507,"179,00",JET
1479,Foxy Lady,120,1,199340,6480896,"59,00",Jimi Hendrix
1480,Manic Depression,120,1,222302,7289272,"51,00",Jimi Hendrix
1481,Red House,120,1,224130,7285851,"169,00",Jimi Hendrix
1482,Can You See Me,120,1,153077,4987068,"83,00",Jimi Hendrix
1483,Love Or Confusion,120,1,193123,6329408,"170,00",Jimi Hendrix
1484,I Don't Live Today,120,1,235311,7661214,"96,00",Jimi Hendrix
1485,May This Be Love,120,1,191216,6240028,"169,00",Jimi Hendrix
1486,Fire,120,1,164989,5383075,"81,00",Jimi Hendrix
1487,Third Stone From The Sun,120,1,404453,13186975,"71,00",Jimi Hendrix
1488,Remember,120,1,168150,5509613,"159,00",Jimi Hendrix
1489,Are You Experienced?,120,1,254537,8292497,"97,00",Jimi Hendrix
1490,Hey Joe,120,1,210259,6870054,"77,00",Jimi Hendrix
1491,Stone Free,120,1,216293,7002331,"181,00",Jimi Hendrix
1492,Purple Haze,120,1,171572,5597056,"90,00",Jimi Hendrix
1493,51st Anniversary,120,1,196388,6398044,"148,00",Jimi Hendrix
1494,The Wind Cries Mary,120,1,200463,6540638,"185,00",Jimi Hendrix
1495,Highway Chile,120,1,212453,6887949,"167,00",Jimi Hendrix
1496,Surfing with the Alien,121,1,263707,4418504,"63,00",Joe Satriani
1497,Ice 9,121,1,239721,4036215,"189,00",Joe Satriani
1498,Crushing Day,121,1,314768,5232158,"70,00",Joe Satriani
1499,"Always With Me, Always With You",121,1,202035,3435777,"68,00",Joe Satriani
1500,Satch Boogie,121,1,193560,3300654,"112,00",Joe Satriani
1501,Hill of the Skull,121,1,108435,1944738,"196,00",Joe Satriani
1502,Circles,121,1,209071,3548553,"167,00",Joe Satriani
1503,Lords of Karma,121,1,288227,4809279,"166,00",Joe Satriani
1504,Midnight,121,1,102630,1851753,"104,00",Joe Satriani
1505,Echo,121,1,337570,5595557,"83,00",Joe Satriani
1506,Engenho De Dentro,122,7,310073,10211473,"134,00",Jorge Ben
1507,Alcohol,122,7,355239,12010478,"75,00",Jorge Ben
1508,Mama Africa,122,7,283062,9488316,"100,00",Jorge Ben
1509,Salve Simpatia,122,7,343484,11314756,"173,00",Jorge Ben
1510,W/Brasil (Chama O SГ­ndico),122,7,317100,10599953,"197,00",Jorge Ben
1511,PaГ­s Tropical,122,7,452519,14946972,"60,00",Jorge Ben
1512,Os Alquimistas EstГЈo Chegando,122,7,367281,12304520,"179,00",Jorge Ben
1513,Charles Anjo 45,122,7,389276,13022833,"132,00",Jorge Ben
1514,SelassiГЄ,122,7,326321,10724982,"117,00",Jorge Ben
1515,Menina SararГЎ,122,7,191477,6393818,"151,00",Jorge Ben
1516,Que Maravilha,122,7,338076,10996656,"164,00",Jorge Ben
1517,Santa Clara Clareou,122,7,380081,12524725,"199,00",Jorge Ben
1518,Filho Maravilha,122,7,227526,7498259,"91,00",Jorge Ben
1519,Taj Mahal,122,7,289750,9502898,"80,00",Jorge Ben
1520,Rapidamente,123,7,252238,8470107,"127,00",Jota Quest
1521,As Dores do Mundo,123,7,255477,8537092,"85,00",Jota Quest
1522,Vou Pra Ai,123,7,300878,10053718,"61,00",Jota Quest
1523,My Brother,123,7,253231,8431821,"196,00",Jota Quest
1524,HГЎ Quanto Tempo,123,7,270027,9004470,"182,00",Jota Quest
1525,VГ­cio,123,7,269897,8887216,"167,00",Jota Quest
1526,Encontrar AlguГ©m,123,7,224078,7437935,"147,00",Jota Quest
1527,Dance Enquanto Г© Tempo,123,7,229093,7583799,"183,00",Jota Quest
1528,A Tarde,123,7,266919,8836127,"131,00",Jota Quest
1529,Always Be All Right,123,7,128078,4299676,"194,00",Jota Quest
1530,Sem Sentido,123,7,250462,8292108,"188,00",Jota Quest
1531,Onibusfobia,123,7,315977,10474904,"84,00",Jota Quest
1532,Pura Elegancia,124,16,284107,9632269,"75,00",JoГЈo Suplicy
1533,Choramingando,124,16,190484,6400532,"83,00",JoГЈo Suplicy
1534,Por Merecer,124,16,230582,7764601,"74,00",JoГЈo Suplicy
1535,No Futuro,124,16,182308,6056200,"72,00",JoГЈo Suplicy
1536,Voce Inteira,124,16,241084,8077282,"74,00",JoГЈo Suplicy
1537,Cuando A Noite Vai Chegando,124,16,270628,9081874,"70,00",JoГЈo Suplicy
1538,Naquele Dia,124,16,251768,8452654,"167,00",JoГЈo Suplicy
1539,Equinocio,124,16,269008,8871455,"158,00",JoГЈo Suplicy
1540,PapelГЈo,124,16,213263,7257390,"78,00",JoГЈo Suplicy
1541,Cuando Eu For Pro Ceu,124,16,118804,3948371,"87,00",JoГЈo Suplicy
1542,Do Nosso Amor,124,16,203415,6774566,"61,00",JoГЈo Suplicy
1543,Borogodo,124,16,208457,7104588,"83,00",JoГЈo Suplicy
1544,Cafezinho,124,16,180924,6031174,"127,00",JoГЈo Suplicy
1545,Enquanto O Dia NГЈo Vem,124,16,220891,7248336,"95,00",JoГЈo Suplicy
1546,The Green Manalishi,125,3,205792,6720789,"89,00",Judas Priest
1547,Living After Midnight,125,3,213289,7056785,"93,00",Judas Priest
1548,Breaking The Law (Live),125,3,144195,4728246,"83,00",Judas Priest
1549,Hot Rockin',125,3,197328,6509179,"55,00",Judas Priest
1550,Heading Out To The Highway (Live),125,3,276427,9006022,"175,00",Judas Priest
1551,The Hellion,125,3,41900,1351993,"88,00",Judas Priest
1552,Electric Eye,125,3,222197,7231368,"109,00",Judas Priest
1553,You've Got Another Thing Comin',125,3,305162,9962558,"192,00",Judas Priest
1554,Turbo Lover,125,3,335542,11068866,"72,00",Judas Priest
1555,Freewheel Burning,125,3,265952,8713599,"99,00",Judas Priest
1556,Some Heads Are Gonna Roll,125,3,249939,8198617,"181,00",Judas Priest
1557,Metal Meltdown,125,3,290664,9390646,"61,00",Judas Priest
1558,Ram It Down,125,3,292179,9554023,"153,00",Judas Priest
1559,Diamonds And Rust (Live),125,3,219350,7163147,"64,00",Judas Priest
1560,Victim Of Change (Live),125,3,430942,14067512,"160,00",Judas Priest
1561,Tyrant (Live),125,3,282253,9190536,"99,00",Judas Priest
1562,Comin' Home,126,1,172068,5661120,"150,00",Kiss
1563,Plaster Caster,126,1,198060,6528719,"137,00",Kiss
1564,Goin' Blind,126,1,217652,7167523,"117,00",Kiss
1565,Do You Love Me,126,1,193619,6343111,"79,00",Kiss
1566,Domino,126,1,226377,7488191,"169,00",Kiss
1567,Sure Know Something,126,1,254354,8375190,"114,00",Kiss
1568,A World Without Heroes,126,1,177815,5832524,"72,00",Kiss
1569,Rock Bottom,126,1,200594,6560818,"178,00",Kiss
1570,See You Tonight,126,1,146494,4817521,"115,00",Kiss
1571,I Still Love You,126,1,369815,12086145,"132,00",Kiss
1572,Every Time I Look At You,126,1,283898,9290948,"69,00",Kiss
1573,"2,000 Man",126,1,312450,10292829,"187,00",Kiss
1574,Beth,126,1,170187,5577807,"139,00",Kiss
1575,Nothin' To Lose,126,1,222354,7351460,"151,00",Kiss
1576,Rock And Roll All Nite,126,1,259631,8549296,"113,00",Kiss
1577,Immigrant Song,127,1,201247,6457766,"58,00",Led Zeppelin
1578,Heartbreaker,127,1,316081,10179657,"73,00",Led Zeppelin
1579,Since I've Been Loving You,127,1,416365,13471959,"85,00",Led Zeppelin
1580,Black Dog,127,1,317622,10267572,"118,00",Led Zeppelin
1581,Dazed And Confused,127,1,1116734,36052247,"70,00",Led Zeppelin
1582,Stairway To Heaven,127,1,529658,17050485,"97,00",Led Zeppelin
1583,Going To California,127,1,234605,7646749,"185,00",Led Zeppelin
1584,That's The Way,127,1,343431,11248455,"170,00",Led Zeppelin
1585,Whole Lotta Love (Medley),127,1,825103,26742545,"99,00",Led Zeppelin
1586,Thank You,127,1,398262,12831826,"159,00",Led Zeppelin
1587,We're Gonna Groove,128,1,157570,5180975,"69,00",Led Zeppelin
1588,Poor Tom,128,1,182491,6016220,"144,00",Led Zeppelin
1589,I Can't Quit You Baby,128,1,258168,8437098,"66,00",Led Zeppelin
1590,Walter's Walk,128,1,270785,8712499,"111,00",Led Zeppelin
1591,Ozone Baby,128,1,215954,7079588,"80,00",Led Zeppelin
1592,Darlene,128,1,307226,10078197,"102,00",Led Zeppelin
1593,Bonzo's Montreux,128,1,258925,8557447,"75,00",Led Zeppelin
1594,Wearing And Tearing,128,1,330004,10701590,"190,00",Led Zeppelin
1595,The Song Remains The Same,129,1,330004,10708950,"139,00",Led Zeppelin
1596,The Rain Song,129,1,459180,15029875,"184,00",Led Zeppelin
1597,Over The Hills And Far Away,129,1,290089,9552829,"171,00",Led Zeppelin
1598,The Crunge,129,1,197407,6460212,"100,00",Led Zeppelin
1599,Dancing Days,129,1,223216,7250104,"192,00",Led Zeppelin
1600,D'Yer Mak'er,129,1,262948,8645935,"178,00",Led Zeppelin
1601,No Quarter,129,1,420493,13656517,"135,00",Led Zeppelin
1602,The Ocean,129,1,271098,8846469,"104,00",Led Zeppelin
1603,In The Evening,130,1,410566,13399734,"162,00",Led Zeppelin
1604,South Bound Saurez,130,1,254406,8420427,"133,00",Led Zeppelin
1605,Fool In The Rain,130,1,372950,12371433,"140,00",Led Zeppelin
1606,Hot Dog,130,1,197198,6536167,"145,00",Led Zeppelin
1607,Carouselambra,130,1,634435,20858315,"175,00",Led Zeppelin
1608,All My Love,130,1,356284,11684862,"150,00",Led Zeppelin
1609,I'm Gonna Crawl,130,1,329639,10737665,"175,00",Led Zeppelin
1610,Black Dog,131,1,296672,9660588,"190,00",Led Zeppelin
1611,Rock & Roll,131,1,220917,7142127,"183,00",Led Zeppelin
1612,The Battle Of Evermore,131,1,351555,11525689,"59,00",Led Zeppelin
1613,Stairway To Heaven,131,1,481619,15706767,"188,00",Led Zeppelin
1614,Misty Mountain Hop,131,1,278857,9092799,"195,00",Led Zeppelin
1615,Four Sticks,131,1,284447,9481301,"68,00",Led Zeppelin
1616,Going To California,131,1,215693,7068737,"75,00",Led Zeppelin
1617,When The Levee Breaks,131,1,427702,13912107,"121,00",Led Zeppelin
1618,Good Times Bad Times,132,1,166164,5464077,"138,00",Led Zeppelin
1619,Babe I'm Gonna Leave You,132,1,401475,13189312,"165,00",Led Zeppelin
1620,You Shook Me,132,1,388179,12643067,"133,00",Led Zeppelin
1621,Dazed and Confused,132,1,386063,12610326,"86,00",Led Zeppelin
1622,Your Time Is Gonna Come,132,1,274860,9011653,"50,00",Led Zeppelin
1623,Black Mountain Side,132,1,132702,4440602,"55,00",Led Zeppelin
1624,Communication Breakdown,132,1,150230,4899554,"162,00",Led Zeppelin
1625,I Can't Quit You Baby,132,1,282671,9252733,"172,00",Led Zeppelin
1626,How Many More Times,132,1,508055,16541364,"162,00",Led Zeppelin
1627,Whole Lotta Love,133,1,334471,11026243,"131,00",Led Zeppelin
1628,What Is And What Should Never Be,133,1,287973,9369385,"68,00",Led Zeppelin
1629,The Lemon Song,133,1,379141,12463496,"115,00",Led Zeppelin
1630,Thank You,133,1,287791,9337392,"96,00",Led Zeppelin
1631,Heartbreaker,133,1,253988,8387560,"131,00",Led Zeppelin
1632,Living Loving Maid (She's Just A Woman),133,1,159216,5219819,"135,00",Led Zeppelin
